# morfessor1.0.perl, Mon Jun  6 23:43:37 2011
# Working dir: # -data 'bijankhan.txt'
# -finish 0.005
# -rand 0
# -savememory: OFF
# -gammalendistr: OFF
# -zipffreqdistr: OFF
# -load: OFF
# -trace 0
# Vocabulary:
2 مرجان
8 شنیدهاند
2 سرچشمه + های
1 چند + فرهنگی + تر
1 فهمیده + ایم
1 او + لیس
1 کودکی + ام
2 دوست + شان
2 گال + انت
1 کتبی + ای
1 ایست + ر
8 بلاغت
1 شهر + بانوی + ی
4 را + وی
1 دنیا + هایی
2 تهیدست + ان
1 دور + ند
1 دنیا + ها
2 ش + یوخ
1 صحرا + گرد
2 شهر + یاران
1 دسیسه + باز
1 جن + یان
1 قصههای + مان
5 عاج
1 مرزهای + مان
1 مفتخر + م
3 شگفتانگیز + ترین
7 مکانهای + ی
6 داستان + نویسان
1 بیبهره + ایم
1 ناشناس + اند
2 دست + نوشته + ها
1 افزون + بر + آن
1 ناشر + ی
1 آشنایان + م
2 کجا + ها
4 مردمان + ی
2 شعف
2 خوشحالی + د
7 منظور + تان
1 پرشور + ی
2 پرداخته + اید
5 مالامال
1 ماده + گرا
2 اثر + م
1 رمان + م
2 اسلو + نی
6 نوشته + اید
1 طراحی + هایی
1 کشور + تان
6 روزهای + ی
3 گذراند + م
2 یوحنا + ی
9 قدیس
1 سر + به + سر
1 هم + ی + آرد
2 عزیز + تر
2 پسند + یدن
1 لاله + ٌ
1 عارض + ش
1 از + آن + قبل
2 ب + یوفا
1 پادشا
1 عن + است
13 مشوق
1 ه + میل + تون
2 را + دون
3 ه + یوم
1 تروریست + هایی
6 مصدوم + ان
4 در + بندی
1 ایرانی + نشین
3 نهاوند + یان
1 رسانی
2 که + زاد + ی
1 روش + فکری
1 14 + 86
16 آلمانی + ها
1 خصایل + ی
1 پیشامد + هایی
1 با + گذشت + تر
1 آشتی + های
3 مرموز + ی
3 خشونتطلب + انه
5 اغتشاش + گران
4 فرصتطلب + ان
1 ضد + انقلابیون + ی
1 صلح + طلبانه
3 بر + افروختن
1 هم + کلاس + ان + شان
5 خردورزی
2 مساله + دار
2 گروه + کی
1 طبرزد + ی
1 بر + می + اف + روز + ند
1 سر + دادهاند
1 ردیابی + هایی
4 سرنخ + های
4 خبر + رسانی
2 می + با + زد
1 ضد + خشونت
1 آ + گران + دیس + مان
1 خار + ها
2 نمای + اند
1 بر + اف + روز + ندگان
7 آشوبطلبان
1 کمال + جوی
1 مشکوک + اله + و + یه
2 آزادی + ستیز
1 راز + دانی
1 به + نیکی
2 ممکن + ی
1 بر + ند + گی
3 فرو + افتادن
1 وضعیت + ها
2 نارضایتی + های
3 پررنگ + ی
1 نس + یان
3 بلامنازع
1 کوی + و + بر + زن
1 ترک + تازی
1 شخصیتهای + ش
1 خام + اندیشی
1 ایدهآل + یست + ی
1 دزدان + ه
1 پر + ازدحام
1 دو + حزبی
1 به + قطعیت
15 فریضه
1 متک + بر + ان
5 شده + ی
1 همهجانبه + ی
3 فضا + شکن
2 سمبل + ها
1 عزیز + ترین
1 عقیده + ی
4 عمده + ی
6 انعطاف + پذیر
6 پرولتاریا
1 یکپارچه + ی
3 تشکیلدهنده + ی
7 بینظیر + ی
4 سازم
2 م + دین + ث + النبی
3 تاثیر + پذیری
4 خویشتن + دار
1 گمراه + سازی
1 نایب + ان
2 سوااستفاده + کنندگان
2 جاده + ص + افکن
1 خورده + ی
1 انقلاب + ند
2 فریضه + ی
3 عرب + مازار
16 سپردهها
3 فرار + های
12 شکوری
4 پر + باران
5 827
2 گردن + های
3 خلج + ستان
11 گنبد + های
1 پا + سنگ + ان
1 92 + 1
6 166
5 از + کار + افتاده
5 مستمریبگیر
2 هنر + ک + ده
2 اتل + لو
1 ال + غ + زاده
1 به + آذین
2 ف + و + ژان
1 دی + با + زر
3 کوب + های
1 آک + و + ست + یک
1 قا + ع + ث
1 با + با + لر + و + اح
1 اح + ص + ای + ی
5 محمد + ابراهیم
1 سید + ابوالقاسم + ی
1 او + رس + جی
1 ان + یس
3 حاجی + پور
2 قریب + یان
5 هجدهم + ین
1 مخاطره + ای
3 پور + عرب
4 مقامهای + ی
1 تو + لن + تین + وی
1 مار + و + ست + ی + کای
1 U + N + F + P + A
1 ج + را + و + اسکی
1 می + نسک
1 آ + گچ + تا + و
1 کار + اگا + ندا
5 تودیع
2 و + ث + ای + ق
1 صادرکنندگان + ی
3 تعهد + نامه
1 توازن + ی
4 سرخ + و
1 ثبتنام + شدگان
1 هشت + روزه
5 طرق + به
10 رزرو
1 فری + ن
1 فرخ + سرشت
6 هپکو
1 برعهده + داشت
1 م + و + چ + هم + نیه
1 پار + ی + رن + یاتوا
1 دل + رون
3 با + کلی
1 جوان + ش
1 A + P + B
1 کال + ی + بر
1 ساله + شان
2 چیاپاس
4 77 + 7
1 گذرگاه + های
1 و + انت
11 نا + این
2 بر + از + یلی + ا
1 و + سپ
1 تن + به + تن
5 سارق + ین
6 ناشناس + ی
1 کان + دید + و
1 کاسی + میر + و
5 هلسینکی
1 منصوری + ان
2 استقلال + ی
2 است + پان + یان
3 ده + روزه
3 فرولاندر
1 پان + کرات + و + ف
1 روپ + را + ت
2 هیکمن
1 پات
1 را + ف + تر
3 دوران + ها
1 تورنمنت + های
1 امر + سون
1 رن + شا
1 بلاد + رنگ
5 یونیورسیتی
1 گ + رنج
3 تلقی + ح
1 ب + . + ث + . + ژ
6 واگیر
1 داام + ال + خمر
1 8 + 47
2 سات + بی
1 فل + میش
1 15 + 30
18 نوازشریف
7 مسلملیگ
2 کینگ + هوا
1 پل + ست + سک
1 ف + و + دی
1 سان + کو + ح
1 عفو + ی
5 اک + را
2 جنایات + ی
2 بعد + از + آن
1 تا + کی + و
1 هی + را + ن + و + ما
3 کان + سای
1 تا + کا + ها + ما
3 افشاگری + ها
3 حیدر + آباد
2 فرا + ی + ض
6 آر.ان.ای
1 و + ید
1 بر + سنا + هان
3 شنگ
1 ویروس + شناسان
3 سی.ام.وی
2 دستورالعمل + هایی
1 روی + ز + من
1 ویروس + شناس
5 اچ.آی.وی
2 دچار + ند
4 در + خواهند
1 مبتلا + ست
1 کشی + های
4 فاجعه + های
1 با + توجه + به + آن + که
3 فاجعه + بار
1 کم + موی + ی
15 اخوانالمسلمین
1 ال + بنا
2 ال + بناا
1 اله + ض + ی + بی
3 تلمسانی
1 سید + قطب
1 ع + و + ده
1 ع + ث + ما + وی
1 ال + دع + و + ه
1 ناصری + ها
1 سر + یه
1 جماعت + ال + مسلمین
5 عبدال + سلام
2 زهد + ی
2 اسلامبول + ی
8 هوادار + ی
6 ابونصر
1 برعهده + گرفت
2 بیآبوعلف
1 تبت + ی + های
1 کوچ + اند + ن
5 کافر + ی
1 و + این + ر
7 20 + 7
1 اپیدمولوژی
3 رحم + ی
1 ن + ایوب
1 بریتیش + مد + ی + کال + ژورنال
5 سقط + های
10 ضرب + ی
1 چی + ج + یا
6 رسا
3 نور + و + اک
2 خو + رانده
1 نور + اک
15 لیبرمن
6 راه + زنان
6 آکنه
3 شستوشو
2 جوش + ها
1 بر + گزی + ن + ید
1 آب + اکسیژن + ه
1 چرک + ی
2 سال + ی + سیل + یک
6 گوگرد + ی
1 ت + تراس + یک + لین
1 اری + ت + روم + ای + سین
5 فرزند + م
1 عجیب + غریب
1 غلط + غل + و + ط
1 تلویزیون + تان
2 ب + فروش + ید
2 نزدیک + سازی
1 مانع + تراشی
3 مس + تمسک
1 ایذاا + ی
5 شصت + مین
1 زد + اف
1 گیر + ب + کس + های
2 سنگاندازی + هایی
2 تلخی + های
1 ب + خود + ی + خود
1 مطلع + اند
1 پر + نوری
6 وایمار
3 میزد + اید
4 جلسات + ی
8 الفت
1 تنشزدا + ای
2 خشونتطلب + ی
5 نا + پاک
1 موقعیت + سازی
2 انحراف + ها
1 آشوبطلبان + ه
2 خون + به + ای
1 ن + میایستد
2 مبدع
2 مقوله + ها
1 خو + کرده
1 عادت + کرده
1 ضد + دینی
8 جوهر + ی
2 ماتریالیسم
1 اقتضا + ات
1 تعارض + ها
3 لقد
1 کذب + ت
1 ال + رإیا
1 کاذب + ه
1 گورباچف + ها
3 یلتسین + ها
1 استالین + ها
1 کاذب + های
3 مانده + ام
6 خموش
2 کوچه + ٌ
2 نجوا + ی
1 نا + و + دان
2 گریه + ٌ
1 شبانه + ٌ
1 قمری + ان
1 برگ + لو + ست
2 ریحان + ی
4 عمروعاص
2 18 + 48
1 18 + 55
1 مصلحت + گذار
11 عبدالناصر
1 معاونان + ش
1 خالد + اسلامبول + ی
1 افزون + طلبی + های
1 هم + پیمان + های
1 ژاو + پولی + ت + یک
14 برپاای
2 واداشت + ن
1 ضد + صهیونیستی
5 یخ + ها
1 عبدال + منع + م
2 فرا + پالایش
1 ار + و + جعلی
1 ببر + زاده
3 ریشتر + اش
2 بی + دردسر
6 اشتغالزا
1 ای + ـ + را + ن
6 ژوهانسبورگ
2 ار + وین
1 فضل + الهی
8 توانیر
25 مگاوات
5 مگاوات + ی
14 سهند
1 نو + پیدا + ی
10 اسدآباد + ی
4 کنش + ی
2 رخ + نمایی
1 کج + اندیشی + ها
20 سطح + های
20 کنشهای
2 ت + طور + ات
1 کارنامه + شان
2 ضد + مردمی
1 دیکتاتور + ها
3 ستود + نی
1 ناتوانی + شان
2 زباله + دان
4 عبرت + انگیز
1 بحث + انگیز + ی
1 مبرهن + ترین
3 فوری + ترین
1 فعل + و + انفعالات
1 مرقوم + های
8 ساخت + ی
1 گذشته + از + این + که
2 شکل + بندی
1 پا + را + د + کس
1 صورت + مندی
1 سنتهای + ی
4 ح
2 سادهلوح + انه
1 سانتر + ال + یسم
3 فیال + واقع
1 فراگرد + ی
3 کجسلیقگی
19 فرضیات
4 ببندیم
2 تر + دستی
4 کنگره + ی
1 بودجه + ی
2 تجارب + ی
2 توطاه + ی
1 روانه + ی
3 چهارراه + ها
6 رله
1 کوره + ی
1 فتنه + ی
1 ن + میطلبید
1 سر + انگشتان
1 قااد
3 روابط + شان
5 هوفر
2 پیشازاین + که
1 ضد + تولیدی
1 عاطل
1 ش + به + پول
2 مذاکرات + مان
4 اولیه + ای
13 هرمس
3 ثمربخش + ی
5 پذیرا + ای
1 عقلانی + ترین
1 پست + مدرنیته
1 با + فرهنگی
3 گرهارد + شرودر
2 صدراعظم + ی
2 باثبات + ترین
5 یوشکا
4 ورنر
11 را + او
2 روپ + رشت
4 پول + نس
1 دویچ + لند + فون + ک
4 هوشیار + انه
1 مصمم + انه
1 آن + گل + ا
1 مر + کل
1 داشته + های
1 خود + باخته
1 پر + معنا + تر
1 شیرین + تر
1 فعالان + های
1 نه + ب
1 کم + دانش
5 اقوام + ی
8 آفریننده
3 تمدنهای + ی
1 دامت
7 نقشه + ها
1 مسوإل + ان
3 شب + ی + خون
2 کج + روی + ها
1 ا + دام
1 ظل + کم
3 ریاضیدان + ان
13 وارد + کنندگان
3 ملخها + ی
1 میکرو + فیلم
5 اکبر + زاده
1 هدایت + الله
1 ادیب + نیا
1 نیم + طبقه + های
1 چلیپا + ی + ی
1 اخ + وین
3 عبدال + صمد
7 ایذه
1 بینظیر + ش
1 نستعلیق + نویسان
2 قدم + ای
1 نستعلیق + نویس
1 غلامرضا + ی
4 مربای
1 فیلمنامه + ٌ
1 و + را + هنر
2 کسوف + ند
3 کل + اری
1 مار + دل + پ + الا + تا + ی
2 تهیهکننده + ٌ
5 بروس
6 وی + لیس
3 اسپنسر
1 بر + س + لین
1 با + مز + های
6 ولاپان
1 خوابگاه + ی
1 انعطاف + ی
1 اک + را + می
12 یادبود + ی
2 بوگانیکف
1 ار + از + محمد
4 م + عمر + ی
3 نور + محمد
1 نظر + آبادی
7 برنج + ی
7 رود + سر
1 سر + اد + زاده
1 نو + اک
1 بلیت + هایی
1 هم + پیمان + ی + های
1 هیاهوی + ی
4 دوستی + ها
1 صمیمیت + ها
2 میر + ر
6 چرخش + ی
1 پ + ش + نهاد
1 هم + نوا
2 ی + و + ردی
4 کرویف
2 دیپورتیو
3 آلاوز
3 بازیگری + اش
8 سلتاویگو
6 قرض + ی
2 پی + ه + نار
2 اورلاندو
1 پیری + تس
1 آر + و + ن
1 م + و + کو + انا
1 م + و + ف + و + کنگ
11 اردستان
2 خسارت + هایی
2 پدینگتون
2 ولاشیچ
2 اسلوب + و + ج + نیه
5 منهتن
1 بدم + نظر
1 باور + ش + ها + و + س + ز
7 در + آوردهاند
2 پر + کین + ز
9 فراسوی
1 تو + ب + و + نگ + با + نوا
1 تا + ی + تا + ک
4 است + و + ای + ی
1 فرو + ریزی
34 تل
1 سیل + هایی
1 لو + زون
1 بور + گن + لند
1 نی + در + است + را + ی + ش
1 اش + تایر + مارک
3 آالبورگ
4 زنی + ت
5 برادفورد
3 ماریلاپریبرام
5 اینترتوتو
1 اف + . + ث + دی + ناب + و + رگ
1 پری + موری
1 آتلانتا + س
1 لاس + کلی + نز
1 نوش + اتل
2 س + پا
1 ال + جوهره
3 دیار + بکر
1 مار + دین
7 شکم + ی
5 آپاندیسیت
2 هازبروک
2 سوف + یا
1 آپا + ند + یس
1 پلیس + تر
2 او + دی + نس
3 صرب + ها
5 میلوشوویچ
1 بی + لیون
1 گ + تز
3 میت + ی
3 آسیب + رسان
3 دیپ
1 99 + 69
1 برای + ل
1 توکیو + شیمبون
2 نقشه + بردار
2 سرتاسر + ی
3 تر + او + ش
8 اکتشافات
2 زمین + شناختی
13 شوری
1 گودال + های
3 و + الس
2 مارینر + یس
14 پره
1 ن + هر + های
1 گودال + ها
2 گیاهخوار + ان
2 پی + کارد
1 پات + و + ژنها
1 ن + شناخته + ایم
10 پوپولیسم
2 شیل
3 اخلاقی + اند
6 طبق + های
1 نا + رود + یسم
1 پوپولیست
2 لاف + ایت
1 نور + مان
1 مک + کارت + ی
2 والا + س
1 پوپولیست + ی + اند
1 گود + من
1 و + ا + خورده
2 واپس + گرا + ی
1 خرده + بورژوازی
3 سی.دی.سی
2 قابل + دسترس + تر
1 حومه + ها
1 پرت + لند
1 اور + گان
4 جی.آی
2 آهستگی
3 انسولین + ی
1 در + ع + ذا + بند
2 مداوم + ت
22 کوهن
1 ال + من + در + و + ف
1 تعهد + م
1 ابرها + م
1 بور + غ
1 کس + اب
9 لیکود
1 زمامداری + ش
2 کلا + هم
3 کم + خواب + ی
2 منفی + با + ف
6 تمهید
1 دعوت + کننده
8 فیلارمونیک
7 ارکستر + ی
2 چنین + ی
2 دو + ساعته
5 ساز + ها
1 آ + کسان + ها
1 تلفظ + ی
1 پن + تا + تون + یک
1 مد + های
5 تازه + تر
1 صبح + اً
1 حنا + نه
1 ه + و + روش
8 نقصان
3 میهمان + نوازی
4 صدابردار
2 علاقهمند + م
4 سفرهای + ی
2 آهنگسازان + ی
1 ا + پرت + گونهای
1 جسته + ام
1 ترانه + سرای
4 حضور + تان
15 سهتار
5 مضراب
4 ملودیها + ی
2 بیشتر + شان
2 رپرتوار
3 مضراب + ی
6 ملودیها
1 هدفمند + انه
5 طبع + ی
7 مکتب + ی
1 استاد + ی + شان
2 ملودی + هایی
5 دیلمان
2 آواز + های
5 دراویش
4 ردیفهای + ی
1 مختصر + تر
7 ویولن
7 کمان + چه
5 دوام + ی
2 شاگرد + ش
1 نت + نویسی
1 پر + به + ای
1 مین + با + شیان
2 مهدی + قلی
1 مُ + دال
2 مد + ها
21 هنرستان
2 موزیک + ولوگ + های
15 دستهبندی
8 رویهمرفته
1 دو + دانگ
2 ه + رندی
6 هجای + ی
3 ژورنال + یست + ی
2 هجو + آمیز
2 نگار + گران
7 چهرهپرداز + ی
2 ملا + نصر + الدین
1 عظیم + زاده
3 سرشناس + ی
2 فکاهی
2 دول + و
1 تجارت + چی
1 س + خ + او + رز
2 عرب + انی
3 حسین + پور
1 راد + مند
1 بشیر + ی
1 پیرامون + م
1 جسارت + م
1 مولا + ت + یه
1 چهرهپرداز
1 آموخته + اید
1 استعداد + م
2 تشویق + های
2 نقطه + چین
1 برگزیده + اید
1 نشده + اید
1 ها + شور
1 ن + میپ + سند + م
1 بنفشه + خواه
3 غفور + یان
4 برخورد + شان
